,university_name,program_name,tags,duration,tuition,start_date,description,state,city,world_ranking,disciplines,delivered,gpa,gre,toefl,ielts,credits,gpa_yn,university_tier_ranking,gmat_yn,ielts_yn,toefl_yn,gre_yn,fall_start_yn,spring_start_yn,summer_start_yn,desc_len,tuition_per_month
252,Yale University,Computer Science, M.Sc. ,24.0,43300.0,8/28/2021,master computer science ms program yale university intended students planning pursue professional career directly finishing ms program rather continuing phd program ms program also suitable students interested undertaking research project sure yet whether want make multi year commitment phd program,Connecticut,New Haven,8.0,Computer Sciences,On Campus,3,Not Required,100.0,7.0,30.0,1,1,0,1,1,0,1,0,0,299,1804.17
256,University of Minnesota,Business Analytics, M.Sc. ,12.0,65250.0,,master business analytics msba program university minnesota teaches students extract insights creative data analysis apply results real business settings,Minnesota,Minneapolis,79.0,Business Intelligence & Analytics,On Campus,,Required,104.0,7.0,46.0,0,2,1,1,1,1,0,0,0,153,5437.5
258,University of Miami,Computer Science, M.Sc. ,12.0,2100.0,,master science program computer science university miami overseen computer science graduate committee csgc basic guidelines approval students program recommendations appearing communications association computing machinery acm professional society computer science,Florida,Miami,201.0,Computer Sciences,On Campus,,Required,92.0,6.5,36.0,0,3,0,1,1,1,0,0,0,264,175.0
259,Yale University,Computer Science, M.Sc. ,24.0,43300.0,8/28/2021,master computer science ms program yale university intended students planning pursue professional career directly finishing ms program rather continuing phd program ms program also suitable students interested undertaking research project sure yet whether want make multi year commitment phd program,Connecticut,New Haven,8.0,Computer Sciences,On Campus,3,Not Required,100.0,7.0,34.83512544802868,1,1,0,1,1,0,1,0,0,299,1804.17
265,Manhattan College,Applied Mathematics - Data Analytics, M.Sc. ,12.0,1090.0,8/27/2020,making sense large amounts data produced business industry government requires combination mathematical modeling programming analysis data analytics combines tools solve complex problems make informed decisions,New York,New York City,,Applied Mathematics,nan,,Not Required,0.0,0.0,33.0,0,5,0,1,1,0,1,0,0,210,90.83
267,The University of Tennessee at Chattanooga,Computer Science, M.Sc. ,12.0,17462.0,1/4/2021,computer science program the university tennessee chattanooga requires student complete minimum semester hours graduate work including thesis semester hours graduate work including project,Tennessee,Chattanooga,,Computer Sciences,On Campus,3,Not Required,83.0,6.5,30.0,1,5,0,1,1,0,0,1,0,188,1455.17
271,Creighton University,Business Intelligence and Analytics, M.Sc. ,24.0,927.0,8/21/2020,data drives way successful businesses operate housed within heider college business creighton university master science business intelligence analytics program centers around three central ideas managing data variety sources using analytical tools gain insights data effectively communicating results decision makers within organization,Nebraska,Omaha,601.0,Business Administration,On Campus,3,Not Required,90.0,6.5,30.0,1,4,0,1,1,0,1,0,0,336,38.62
272,University of Maryland,Biostatistics, Master ,24.0,39000.0,,biostatistics science addresses theory techniques describing analyzing interpreting health data the discipline primarily focused applications problems health medical biological sciences credit biostatistics degree university maryland prepares graduates work public health settings practitioners researchers consultants,Maryland,College Park,46.0,Biomedicine,On Campus,2.7,Required,100.0,7.0,33.0,1,1,0,1,1,1,0,0,0,318,1625.0
273,Fordham University,Business Analytics, M.Sc. ,12.0,1442.0,8/26/2020,business analytics offered fordham university involves applying models methods tools data producing insights lead informed business decisions,New York,Manhattan,801.0,Business Intelligence & Analytics,On Campus,3,Not Required,100.0,7.0,30.0,1,4,0,1,1,0,1,0,0,141,120.17
274,The University of Texas at San Antonio,Computer Science, M.Sc. ,24.0,51928.0,,master science degree program computer science offers integrated studies involving software hardware thesis option available students wish research experience two concentrations available including computer information security software engineering,Texas,Helotes,401.0,Computer Sciences,nan,3,Required,79.0,6.5,30.0,1,3,1,1,1,1,0,0,0,248,2163.67
275,The City University of New York,Computer Science, M.A. ,12.0,855.0,8/27/2020,study computer science queens college the city university new york springboard field uses computers computation data analysis big data scientific discovery financial services health care,New York,New York City,601.0,Computer Sciences,On Campus,3,Not Required,80.0,6.5,45.0,1,4,0,1,1,0,1,0,0,186,71.25
276,New Mexico Institute of Mining and Technology,Computer Science, M.Sc. ,24.0,37686.0,9/2/2020,students may earn master science degree computer science master science degree computer science specialization information technology cooperation information technology faculty,New Mexico,Socorro,401.0,Computer Sciences,nan,3,Not Required,0.0,0.0,30.0,1,3,0,1,1,0,1,0,0,176,1570.25
279,University of Kansas,Biostatistics, M.Sc. ,12.0,19322.0,,biostatistics ph programs university kansas created help meet ever increasing demand biostatisticians take leadership roles careers researchers educators academia government industry ,Kansas,Lawrence,201.0,Biology,On Campus,,Not Required,79.0,6.5,30.0,0,3,0,1,1,0,0,0,0,183,1610.17
280,Arizona State University,Business Analytics, M.Sc. ,12.0,40235.0,,explosion big data impacts every part global economy making business analytics specialists one fastest growing careers economy online master science business analytics ms ba degree arizona state university forefront big data,Arizona,Tempe Junction,101.0,Business Intelligence & Analytics,Online,,Required,80.0,6.5,36.0,0,2,1,1,1,1,0,0,0,224,3352.92
282,Fordham University,Information Systems, M.Sc. ,12.0,1442.0,8/26/2021,takes lot technically proficient information systems professionals design maintain systems drive e commerce cloud computing big data ultimately companies looking people also get big picture program offered fordham university,New York,Manhattan,801.0,Business Information Systems,On Campus,,Not Required,100.0,7.0,32.0,0,4,0,1,1,0,1,0,0,224,120.17
283,University of Dallas,Business Analytics, M.Sc. ,12.0,1250.0,8/26/2020,business analytics program university dallas prepares influence strategy processes decision making exploring relationships data analysis learn technical skills deriving meaning big data well ability effectively communicate results key stakeholders,Texas,Dallas,,Business Intelligence & Analytics,Blended,3,Not Required,80.0,6.5,30.0,1,5,0,1,1,0,1,0,0,247,104.17
286,Azusa Pacific University,Research Psychology and Data Analytics, M.Sc. ,11.0,25812.0,1/11/2021,inform lead change master research psychology data analysis azusa pacific university,Missouri,Pacific,,Psychology,On Campus,,Not Required,90.0,7.0,46.0,0,5,0,1,1,0,0,1,0,84,2346.55
287,The University of Maine,Computer Science, M.Sc. ,12.0,1503.0,1/21/2021,computer science program university maine provides intensive course study areas faculty research interest provides student excellent understanding computer science provides solid foundation many advanced jobs field,Maine,Orono,501.0,Computer Sciences,On Campus,,Required,80.0,6.5,34.83512544802868,0,4,0,1,1,1,0,1,0,214,125.25
288,University of Illinois at Urbana Champaign,Computer Science, M.Sc. ,12.0,27960.0,8/26/2021,building upon proud legacy stretching back 1940s computer science university illinois urbana champaign stands today forefront computing innovation,Illinois,Urbana,38.0,Computer Sciences,On Campus,3,Not Required,79.0,6.5,33.0,1,1,0,1,1,0,1,0,0,146,2330.0
290,"University of California, Berkeley",Computer Science, M.Sc. ,24.0,11442.0,8/18/2021,master science ms computer science university california berkeley emphasizes research preparation experience students chance lay groundwork pursuing phd,California,Berkeley,4.0,Computer Sciences,On Campus,3.5,Required,90.0,7.0,60.0,1,1,0,1,1,1,1,0,0,152,476.75
291,San Diego State University,Computer Science, M.Sc. ,12.0,8944.0,8/22/2020,department san diego state university offers graduate study leading master science degree computer science,California,San Diego,501.0,Computer Sciences,On Campus,,Required,80.0,6.5,30.0,0,4,0,1,1,1,1,0,0,106,745.33
293,Lawrence Technological University,Computer Science, M.Sc. ,12.0,865.0,8/27/2020,aerospace pharmaceutical industry computers affect almost every aspect modern day life technology continuesto advance demand computerscience graduates master degree computer science often required seeking best opportunities computer science ,Michigan,Southfield,,Computer Sciences,nan,3,Not Required,79.0,6.5,30.0,1,5,0,1,1,0,1,0,0,241,72.08
294,Oklahoma City University,Computer Science, M.Sc. ,12.0,590.0,8/20/2020,master science computer science degree provides unique opportunity develop depth knowledge concepts techniques related design programming application computing systems encouraging professional development,Oklahoma,Oklahoma City,,Computer Sciences,On Campus,3,Not Required,79.0,6.5,30.0,1,5,0,1,1,0,1,0,0,204,49.17
296,Harrisburg University of Science and Technology,Analytics, M.Sc. ,24.0,10600.0,8/31/2020,semester hour analytics program harrisburg university science technology prepares student providing depth analytics first year focused functional study second year applied discipline interdisciplinary area,Pennsylvania,Harrisburg,,Business Intelligence & Analytics,On Campus,2.5,Not Required,0.0,0.0,34.83512544802868,1,5,0,1,1,0,1,0,0,205,441.67
297,University of New Hampshire,Computer Science, M.Sc. ,12.0,1270.0,8/27/2020,looking strengthen computer science skillset jump new career path outstanding job placement rate computer science unh right choice ,New Hampshire,Durham,532.0,Computer Sciences,On Campus,3,Required,80.0,6.5,30.0,1,4,0,1,1,1,1,0,0,131,105.83
298,University of Arizona,Agricultural and Resource Econ - Applied Econometrics and Data Analytics, M.Sc. ,12.0,20126.0,,agricultural resource econ applied econometrics data analytics data analytics degree university arizona requires units approved graduate courses ,Arizona,Tucson,85.0,Agribusiness,On Campus,3,Required,80.0,7.0,34.83512544802868,1,2,0,1,1,1,0,0,0,145,1677.17
299,Florida Polytechnic University,Computer Science, M.Sc. ,24.0,14895.0,8/1/2020,master degree computer science florida polytechnic universityprovides students technical experience enter high jobs like info technology information administration systems engineering computer code development computer code design analysis,Florida,Lakeland,,Informatics & Information Sciences,On Campus,,Required,61.0,6.0,30.0,0,5,0,1,1,1,1,0,0,239,620.62
300,Georgetown University,Analytics, M.Sc. ,12.0,2214.0,8/20/2021,students in analytics program georgetown university build solid knowledge data analytics fundamentals add skills visualization big data computing machine learning important soft skills communication teamwork problem solving techniques part training throughout,"Washington, D.C.","Washington, D. C.",102.0,Business Intelligence & Analytics,On Campus,2,Required,100.0,7.5,36.0,1,2,0,1,1,1,1,0,0,259,184.5
301,University of Arkansas,Statistics and Analytics, M.Sc. ,12.0,28042.0,,statistics analytics university arkansashelps students grow analytical communication skills provides students analytical statistics foundation needed make valid conclusions data ,Arkansas,Fayetteville,501.0,Statistics,On Campus,3,Required,79.0,6.5,30.0,1,4,1,1,1,1,0,0,0,178,2336.83
302,University of North Carolina Charlotte,Information Technology, M.Sc. ,24.0,10228.0,8/21/2020,master science information technology msit unc charlotte designed equip students advanced skills knowledge planning design implementation testing evaluation deployment maintenance management applications systems embody information communication technologies proper functioning ,North Carolina,Charlotte,815.0,Informatics & Information Sciences,nan,2.7,Not Required,83.0,6.5,36.0,1,4,0,1,1,0,1,0,0,277,426.17
303,University of Colorado at Boulder,Applied Mathematics, Master ,24.0,20856.0,1/13/2021,cu boulder professional master degree applied mathematics designed give students technical knowledge professional skills highly successful careers related data science statistics applied mathematics engineering,Colorado,Boulder,38.0,Applied Mathematics,On Campus,3,Not Required,100.0,0.0,34.83512544802868,1,1,0,1,1,0,0,1,0,210,869.0
304,Virginia State University,Computer Science, M.Sc. ,24.0,18084.0,8/20/2020,master science degree requires graduate credit hours course work including thesis graduate credit hours course work including project,New York,New York City,,Computer Sciences,nan,3,Not Required,0.0,0.0,30.0,1,5,0,1,1,0,1,0,0,133,753.5
305,Stevens Institute of Technology,Business Intelligence and Analytics, M.Sc. ,24.0,38876.0,1/19/2021,offer master degree business intelligence analytics stevens institute technology data science become ultimate driver competitive advantage leaders understand potential deep learning predictive analytics engines enterprise,New Jersey,Hoboken,601.0,Business Intelligence & Analytics,On Campus,3,Required,74.0,6.0,30.0,1,4,1,1,1,1,0,1,0,221,1619.83
306,Southern Methodist University,Applied Statistics and Data Analytics, M.Sc. ,24.0,1704.0,8/24/2020,master science applied statistics data analytics masda degree department statistical science southern methodist university prepares statistical foundation critical thinking skills tackle today problems even exist today,Oregon,Dallas,477.0,Statistics,On Campus,3,Required,80.0,6.5,33.0,1,4,0,1,1,1,1,0,0,218,71.0
307,"University of California, Berkeley",Electrical Engineering and Computer Sciences, M.Eng. ,12.0,11442.0,8/18/2021,department electrical engineering computer sciences university california berkeley offers three graduate programs electrical engineering master engineering meng electrical engineering computer sciences master science ms doctor philosophy phd,California,Berkeley,4.0,Electrical Engineering,On Campus,3,Required,90.0,7.0,34.83512544802868,1,1,0,1,1,1,1,0,0,241,953.5
309,Troy University,Computer Science - Computer Network and Security (Thesis), M.Sc. ,24.0,850.0,8/14/2020,computer network security computer science graduate programfrom troy university provides students curriculum key domains computer science undergraduate graduate levels programs provide students computer science knowledge skills preparing careers computer technology advanced study graduate courses,Alabama,Troy,,Computer Sciences,nan,,Not Required,70.0,6.0,32.0,0,5,0,1,1,0,1,0,0,297,35.42
310,The University of Montana,Computer Science, M.Sc. ,12.0,15254.0,8/31/2020,students successfully complete computer science program university montana acquired ability think critically communicate effectively problem solve remain current field apply discipline specific knowledge,Montana,Missoula,401.0,Computer Sciences,On Campus,3,Not Required,92.0,7.0,30.0,1,3,0,1,1,0,1,0,0,203,1271.17
311,University of Maryland,Computer Science, M.Sc. ,12.0,39000.0,,computer science department graduate program university maryland ranked among top nation top ten among public universities,Maryland,College Park,46.0,Computer Sciences,On Campus,3,Required,96.0,7.0,34.83512544802868,1,1,0,1,1,1,0,0,0,122,3250.0
312,Iona College,Computer Science, M.Sc. ,12.0,1207.0,9/1/2020,ms computer science program iona college designed provide students knowledge skills necessary pursue broad range career paths field information technology software engineering database administration network programming mobile web development data analytics ,New York,New York City,,Computer Sciences,On Campus,2.5,Not Required,80.0,0.0,36.0,1,5,0,1,1,0,1,0,0,258,100.58
313,Sacred Heart University,Computer Science, M.Sc. ,24.0,850.0,8/27/2020,combine analytical nature creativity build expertise programming data structures fundamental computer language design ,Connecticut,Fairfield,,Computer Sciences,nan,,Not Required,70.0,6.0,38.0,0,5,0,1,1,0,1,0,0,118,35.42
314,Southern Methodist University,Computer Science, M.Sc. ,12.0,1200.0,,computer science department southern methodist university requires courses taken constitute coherent program leading mastery computer science ,Oregon,Dallas,477.0,Computer Sciences,On Campus,,Required,80.0,6.5,36.0,0,4,1,1,1,1,0,0,0,142,100.0
315,The University of New Mexico,Computer Science, M.Sc. ,12.0,967.0,2/20/2021,department computer science university new mexico offered master science computer science degree since purpose master degree program prepare students work professionals computer science field,New Mexico,Albuquerque,253.0,Computer Sciences,On Campus,,Not Required,79.0,6.5,30.0,0,3,0,1,1,0,0,1,0,191,80.58
318,University of Colorado at Boulder,Business Analytics, M.Sc. ,10.0,20856.0,8/26/2020,ms degree business analytics focuses exciting fast growing field big data,Colorado,Boulder,38.0,Business Intelligence & Analytics,On Campus,3,Not Required,100.0,7.0,30.0,1,1,0,1,1,0,1,0,0,73,2085.6
320,Harrisburg University of Science and Technology,Computer Information Sciences, M.Sc. ,12.0,10600.0,8/31/2020,semester hour master science degree computer information sciences harrisburg university science technology provides students solid foundations scientific practical tools methodologies computation applications emerging trends variety subdomains probe frontiers scientific engineering knowledge industry ,Pennsylvania,Harrisburg,,Computer Sciences,On Campus,,Not Required,0.0,0.0,60.0,0,5,0,1,1,0,1,0,0,302,883.33
324,Southern Arkansas University,Computer and Information Science, M.Sc. ,24.0,7005.0,8/21/2020,computer information scienceprogram offered southern arkansas universityis one largest affordable highly attractive computer science graduate programs usa,Arkansas,Magnolia,,Informatics & Information Sciences,Blended,,Not Required,79.0,6.0,48.0,0,5,0,1,1,0,1,0,0,154,291.88
326,West Virginia University,Biostatistics, M.Sc. ,24.0,24840.0,8/21/2020,master science program biostatistics west virginia university trains students understand apply statistical methodology data modeling analysis arises research health sciences ,West Virginia,Morgantown,401.0,Biology,On Campus,,Not Required,79.0,6.5,30.0,0,3,0,1,1,0,1,0,0,174,1035.0
327,Dakota State University,Analytics, M.Sc. ,24.0,588.0,8/20/2020,relying data every day reliance comes need smart people know analyze data solve crucial business problems help others make insightful analytics driven decisions analytics fast growing field want help get advantage need succeed ,Alabama,Madison,,Business Intelligence & Analytics,nan,2.5,Not Required,79.0,6.5,34.83512544802868,1,5,0,1,1,0,1,0,0,227,24.5
328,California State University Northridge,Computer Science, M.Sc. ,24.0,20286.0,1/25/2021,students computer science program california state university northridge complete units graduate work including unit thesis graduate project,California,Los Angeles,1156.0,Computer Sciences,On Campus,,Required,79.0,6.5,30.0,0,4,0,1,1,1,0,1,0,140,845.25
330,Sofia University,Computer Science, M.Sc. ,18.0,470.0,10/1/2020,master science computer science mscs sofia university rigorous comprehensive graduate program provides sound foundation core computer science principles well cutting edge computer science concentrations,California,Palo Alto,,Computer Sciences,Blended,2.7,Not Required,70.0,6.0,30.0,1,5,0,1,1,0,1,0,0,202,26.11
332,Johns Hopkins University,Geographic Information Systems, Postgraduate Certificate ,9.0,4129.0,8/31/2020,onlinegeographic information systems certificate johns hopkins university geared part time professionals available entirely online faculty members thought leaders innovators new data science gis,Maryland,Baltimore,11.0,Geography,Online,,Not Required,100.0,7.0,34.83512544802868,0,1,0,1,1,0,1,0,0,194,458.78
333,Western Michigan University,Computer Science, M.Sc. ,24.0,15556.0,8/29/2020,master science computer science professional program providing emphasis computer software development theoretical foundations computer science,Michigan,Kalamazoo,1176.0,Computer Sciences,nan,,Not Required,80.0,6.5,30.0,0,4,0,1,1,0,1,0,0,142,648.17
334,Appalachian State University,Computer Science, M.Sc. ,12.0,13704.0,8/17/2020,master science program computer science appalachian state university provides students graduate education study core areas discipline software design hardware systems theoretical foundations synergies areas,North Carolina,Boone,,Computer Sciences,On Campus,3,Not Required,79.0,6.5,58.0,1,5,0,1,1,0,1,0,0,206,1142.0
335,College of Saint Rose,Business Analytics, M.Sc. ,12.0,799.0,1/14/2021,numbers nearly every industry know business analytics program college saint rose intensive applied education designed help make mark big data,New York,Albany,,Business Information Systems,nan,3,Not Required,80.0,6.0,30.0,1,5,0,1,1,0,0,1,0,141,66.58
337,Johns Hopkins University,Geographic Information Systems, M.Sc. ,12.0,4129.0,8/31/2020,master science geographic information systems johns hopkins university designed students looking enter lucrative exciting field,Maryland,Baltimore,11.0,Geography,Online,3,Not Required,100.0,7.0,30.0,1,1,0,1,1,0,1,0,0,127,344.08
338,University of Houston,Computer Science, M.Sc. ,12.0,843.0,8/24/2020,university houston department computer science offers computer science degree choice thesis non thesis option,Texas,Houston,201.0,Computer Sciences,nan,3,Not Required,79.0,6.5,34.83512544802868,1,3,0,1,1,0,1,0,0,109,70.25
339,University of Wisconsin Madison,Engineering Data Analytics, M.Eng. ,24.0,1300.0,9/2/2020,improve practice engineering providing world class objective continuing education credit instruction technical professionals  increase students communication skills enhance public understanding science technology emulate wisconsin idea offer master degree engineering data analytics university wisconsin madison ,Wisconsin,Madison,27.0,General Engineering & Technology,Online,3,Required,92.0,7.0,30.0,1,1,1,1,1,1,1,0,0,312,54.17
343,Kent State University,Business Analytics, M.Sc. ,12.0,21952.0,8/27/2020,master science degree business analytics offered kent state university provides students comprehensive knowledge analytics balances technologies analytical methods business expertise needed glean useful information data make strategic business decisions,Ohio,Kent,501.0,Business Intelligence & Analytics,On Campus,,Required,79.0,6.5,30.0,0,4,1,1,1,1,1,0,0,253,1829.33
345,University of Missouri - Kansas City,Computer Science, M.Sc. ,12.0,26804.0,8/3/2020,university missouri kansas city created exciting uniquely designed program graduate study computer science ,Missouri,Kansas City,616.0,Computer Sciences,On Campus,,Required,79.0,6.0,72.0,0,4,0,1,1,1,1,0,0,107,2233.67
347,University of Massachusetts Lowell,Business Analytics, M.Sc. ,24.0,26370.0,9/4/2020,master science business analytics university massachusetts lowell integrates theory practice giving students solid foundation analytical skills used solve real world problems,Massachusetts,Lowell,1053.0,Informatics & Information Sciences,On Campus,,Not Required,80.0,6.5,34.83512544802868,0,4,0,1,1,0,1,0,0,174,1098.75
348,Washington State University,Computer Science, M.Sc. ,24.0,25806.0,8/24/2020,computer science program offered washington state university provides outstanding education providing first rate preparation careers electrical engineering computer engineering computer science,Washington,Pullman,290.0,Computer Sciences,On Campus,3,Not Required,93.0,0.0,30.0,1,3,0,1,1,0,1,0,0,193,1075.25
349,Stevens Institute of Technology,Information and Data Engineering, M.Eng. ,12.0,38876.0,1/19/2021,offer master degree information data engineering stevens institute technology stevens traversing new frontiers artificial intelligence offering one first graduate programs country explore ai applications engineering,New Jersey,Hoboken,601.0,General Engineering & Technology,On Campus,3,Not Required,74.0,6.0,34.83512544802868,1,4,0,1,1,0,0,1,0,215,3239.67
350,Montclair State University,Computer Science, M.Sc. ,24.0,1030.0,9/5/2020,department computer science offers master science degree computer science ms computer science concentration informatics concentrations consist taking courses computer intensive area specialized area complementary computer science ,New Jersey,Montclair,,Computer Sciences,nan,,Not Required,83.0,6.5,30.0,0,5,1,1,1,0,1,0,0,230,42.92
351,California University of Management and Sciences,Computer Information Systems, M.Sc. ,24.0,325.0,9/28/2020,master science computer information systems c program provides students advanced technical managerial skills areas computer systems networks communications data analysis,California,Anaheim,,Informatics & Information Sciences,On Campus,,Not Required,61.0,0.0,34.83512544802868,0,5,0,1,1,0,1,0,0,169,13.54
353,Contemporary Technology University,Artificial Intelligence and Machine Learning, M.Sc. ,12.0,6000.0,9/15/2020,become artificial intelligence expert mastering skills ndevelop intelligent algorithms machines self driving cars smartn cameras surveillance systems robotic manufacturing machine ntranslations internet searches product recommendations,New York,New York City,,Computer Sciences,nan,,Not Required,0.0,6.0,30.0,0,5,0,1,1,0,1,0,0,235,500.0
356,University of Central Missouri,Mathematics - Actuarial Science and Statistics, M.Sc. ,12.0,627.0,8/19/2020,master degree mathematics actuarial science statistics university central missouri designed fit needs students actuarial science statistics related fields ,Missouri,Warrensburg,369.0,Mathematics,On Campus,,Not Required,79.0,6.0,30.0,0,3,0,1,1,0,1,0,0,155,52.25
358,Georgia Institute of Technology,Analytics (Online), M.Sc. ,24.0,1215.0,8/17/2020,understanding vast quantities data available today markets essential developing winning business strategy online masterof science analytics online georgia institute technology georgia tech build strengthen expertise make valuable host companies ,Georgia,Atlanta,38.0,Business Intelligence & Analytics,Online,,Not Required,100.0,0.0,30.0,0,1,0,1,1,0,1,0,0,245,50.62
360,Frostburg State University,Applied Computer Science, M.Sc. ,12.0,557.0,8/27/2020,master degree applied computer science frostburg state university prepares exciting career opportunities government network security web development host rewarding fields unlike theory based graduate programs fsu applied computer science master degree highly experiential ,Maryland,Frostburg,,Informatics & Information Sciences,nan,3,Not Required,79.0,6.0,34.83512544802868,1,5,0,1,1,0,1,0,0,272,46.42
363,University of Central Oklahoma,Computational Science - Computer Science, Master ,24.0,733.0,8/19/2020,university central oklahoma offers master degree computer science ,Oklahoma,Edmond,,Computer Sciences,On Campus,3,Required,79.0,6.5,34.83512544802868,1,5,1,1,1,1,1,0,0,66,30.54
368,Fairfield University,Business Analytics, M.Sc. ,24.0,975.0,9/4/2020,today ever changing technology driven world organizations swimming data finding ways analyze use facts figures crucial business success ,Connecticut,Fairfield,,Business Administration,nan,,Required,80.0,6.5,36.0,0,5,0,1,1,1,1,0,0,136,40.62
370,Western Illinois University,Applied Statistics and Decision Analytics, M.Sc. ,12.0,13830.0,1/19/2021,master science applied statistics decision analytics western illinois university multidisciplinary graduate degree program unique focus applied statistics decision analytics,Illinois,Macomb,,Statistics,On Campus,3,Not Required,73.0,6.0,30.0,1,5,0,1,1,0,0,1,0,173,1152.5
373,Fairleigh Dickinson University,Computer Science, M.Sc. ,12.0,850.0,8/17/2020,graduate program computer science prepares students direct pursuit productive careers industry continued graduate study,New Jersey,Madison,,Computer Sciences,On Campus,3,Not Required,70.0,6.0,34.83512544802868,1,5,0,1,1,0,1,0,0,119,70.83
376,Stevens Institute of Technology,Applied Mathematics, M.Sc. ,12.0,38876.0,1/19/2021,learn apply math deconstruct solve problems engineering science business society applied mathematics master program stevens institute technology ,New Jersey,Hoboken,601.0,Applied Mathematics,On Campus,,Required,74.0,6.0,34.83512544802868,0,4,0,1,1,1,0,1,0,145,3239.67
377,University of Arizona,Statistics (Certificate NDP), Postgraduate Certificate ,6.0,20126.0,8/24/2020,our mission statistics certificate ndp university arizona develop next generation data scientists trained meet challenges modern interdisciplinary data extraction analysis interpretation,Arizona,Tucson,85.0,Informatics & Information Sciences,Blended,3,Required,79.0,7.0,60.0,1,2,0,1,1,1,1,0,0,186,3354.33
378,University of Illinois at Urbana Champaign,Statistics, M.Sc. ,12.0,27960.0,8/26/2020,statistics graduate students university illinois urbana champaign many options select curriculum best match long term goals whether prepare careers data intensive industries prepare future leadership data scientist prepare academic career statistics related field,Illinois,Urbana,38.0,Statistics,On Campus,3,Not Required,79.0,6.5,30.0,1,1,0,1,1,0,1,0,0,263,2330.0
381,Michigan State University,Business Analytics, M.Sc. ,24.0,27792.0,9/1/2021,master science degree business analytics michigan state universityaddresses study research application analytics focus business analytics use data various forms often large sets make optimal business decisions,Michigan,East Lansing,84.0,Business Intelligence & Analytics,On Campus,3,Not Required,80.0,6.5,34.83512544802868,1,2,0,1,1,0,1,0,0,209,1158.0
385,"University of Nevada, Reno",Computer Science and Engineering, M.Sc. ,12.0,21006.0,1/21/2021,computer science engineering university nevada renoprovides depth knowledge theory design computing systems,Nevada,Reno,601.0,Computer Sciences,On Campus,2.75,Required,79.0,6.5,46.0,1,4,0,1,1,1,0,1,0,107,1750.5
388,The City University of New York,Business Management Large Scale Data Analysis Track, M.Sc. ,12.0,855.0,8/27/2020,master science business management large scale data analysis track the city university new york designed broad spectrum students undergraduate degrees business nrelated fields focused strategic management accounting skills required courses major decision making areas ,New York,New York City,601.0,Data Science & Big Data,On Campus,3,Not Required,80.0,6.5,36.0,1,4,0,1,1,0,1,0,0,268,71.25
389,University of Louisiana at Lafayette,Computer Science, M.Sc. ,24.0,1651.0,,master degree computer science program best students professionals want broaden deepen understanding computer science software development,Louisiana,Lafayette,867.0,Computer Sciences,nan,3,Not Required,79.0,6.5,42.0,1,4,0,1,1,0,0,0,0,138,68.79
391,University of Tennessee Knoxville,Business Analytics, M.B.A. ,24.0,4000.0,8/21/2020,haslam college business master science business analytics university tennessee knoxville develops student technical acumen deriving insights large data sets well business fundamentals soft skills like leadership team work presentations,Tennessee,Knoxville,201.0,Economics,On Campus,,Not Required,100.0,7.5,32.0,0,3,0,1,1,0,1,0,0,235,166.67
392,University of Findlay,Applied Security and Analytics, M.Sc. ,24.0,1420.0,8/19/2020,applied security analytics program university findlay providesadvanced courses leadership big data analytics cybersecurity expand business skills strategic planning finance security project management,Ohio,Findlay,,Business Intelligence & Analytics,On Campus,2.75,Not Required,79.0,7.0,36.0,1,5,0,1,1,0,1,0,0,200,59.17
395,Tulane University,Biostatistics, M.Sc. ,18.0,1370.0,8/24/2021,master science biostatistics offered tulane university educates students basic methods mathematical applied statistics health data analysis,Louisiana,New Orleans,301.0,Biology,On Campus,3,Required,89.0,6.5,32.0,1,3,1,1,1,1,1,0,0,139,76.11
399,Northwestern University,Computer Science, M.Sc. ,12.0,37378.0,9/21/2021,computer science program northwestern universityis renowned award winning faculty members state art research considerable resources offered great university,Illinois,Evanston,22.0,Computer Sciences,On Campus,,Required,80.0,0.0,32.0,0,1,0,1,1,1,1,0,0,156,3114.83
400,University of Findlay,Applied Security and Analytics, M.Sc. ,24.0,1420.0,8/19/2020,applied security analytics program university findlay providesadvanced courses leadership big data analytics cybersecurity expand business skills strategic planning finance security project management,Ohio,Findlay,,Business Intelligence & Analytics,On Campus,,Not Required,79.0,7.0,36.0,0,5,0,1,1,0,1,0,0,200,59.17
403,Tulane University,Biostatistics, M.Sc. ,18.0,1370.0,8/24/2021,master science biostatistics offered tulane university educates students basic methods mathematical applied statistics health data analysis,Louisiana,New Orleans,301.0,Biology,On Campus,3,Required,89.0,6.5,30.0,1,3,1,1,1,1,1,0,0,139,76.11
407,Northwestern University,Computer Science, M.Sc. ,12.0,37378.0,9/21/2021,computer science program northwestern universityis renowned award winning faculty members state art research considerable resources offered great university,Illinois,Evanston,22.0,Computer Sciences,On Campus,,Required,80.0,0.0,34.83512544802868,0,1,0,1,1,1,1,0,0,156,3114.83
412,University of Wisconsin Milwaukee,Computer Science, M.Sc. ,12.0,24898.0,9/4/2020,exception master science computer science graduate programs offered college engineering applied science college wide programs responsibility programs vested graduate faculty college operating via interdepartmental committee graduate program subcommittee gpsc,Wisconsin,Milwaukee,401.0,Computer Sciences,nan,3,Not Required,100.0,7.0,30.0,1,3,0,1,1,0,1,0,0,258,2074.83
